image,level1,level2,language,ocr_text
images/train/19.jpg,troll,person,malayalam,
images/train/20.jpg,troll,person,malayalam,വ്യ ഘി ന്യായ വം (ആര്‌ പാഠം പഠിപ്പികളും എന്ന്‌ മട പൈസയുടെ ജല പടകരം പൊടിയിട്‌ പേടിച്ച്‌ വിറച്ചമഞ്ഞുജോ ടെ ധം മ ി
images/train/23.jpg,troll,person,malayalam,വിളിക്കാത്ത കല്യാണത്തിന്‌ ചെകുനും പണ്ണം വരുന്ന മമ്പേ സ്ലേജില്‍ ക്രി ഫോട്ടോ എടുക്കു കൂട്ടുക്കാരന്‍ ത്ത
images/train/24.jpg,troll,person,malayalam,
images/train/25.jpg,troll,person,malayalam,
images/train/26.jpg,troll,person,malayalam,ന്റ്‌ ികസിത പു ്്‌ 1 കുമുിവൂരിറ വ
images/train/27.jpg,troll,party,malayalam,പക്‌ അനുകൂല മുദ്രാവാക്യം വിളിച്ചെന്ന്‌ ആടരാപണം യുവാവിനെ തല്ലിക്കൊന്നു
images/train/29.jpg,troll,party,malayalam,"എടാ മണ്ടന്മാരെ, പോകാന്‍ ഫഞ്ഞത്പാക്കിസ്ഥാന്‍ പാസ്‌ഃപര്‍ട്ടുള്ള പാക്കിസ്ഥാന്‍ പരന്മാഃരാടാണ്‌, അല്ലാതെ തീ്രവാദിക്ളെ സഃലാര്‍ട്ട്‌ ചെയ്യുന്ന സുഡാലികളെ. അല..."
images/train/30.jpg,troll,person,malayalam,"കൊല്ല്കെട്ടവരുടെ ചിത കത്തും മുമ്പേ മോദി തിരഞ്ഞെടുഭ്‌ റാലിയില്‍"" പെഹല്‍ഗാമിലേക്ക്‌, പോടോ,ആദ കാ ആദ്യം"
images/train/31.jpg,troll,person,malayalam,"ഭീകരാക്രണെത്തിന്‌ കാരണം ആര്‍മി അല്ല്‌. കേന്ദ്രം രരിക്കുന്നവരുടെ കഴിവില്യ്യയാണ്‌. രാജ്യം ഒന്നില്‌ നി്കേണ്ട കാലത്ത്‌ ആക്രണം സയെത്താണോ ഇത്തരം ഉണ്ടയഭേള്‍ താ൯ത്രന്നെ റ പ്രതികരണങ്ങള്‍.?? അടിച്ച്ഡയലോമാണിത്‌.!!"""
images/train/32.jpg,troll,party,malayalam,
images/train/33.jpg,troll,person,malayalam,15 ി വഖഫ്‌ ഭേദഗതി നിയമത്തിലൂടെ മാത്രം മുനമ്പത്തുകാര്‍ക്ക്‌ നീതി ലഭിക്കില്ലെന്ന്‌ സമ്മതിച്ച്‌ കേന്ദ്രമന്ത്രി
images/train/34.jpg,troll,person,malayalam,
images/train/36.jpg,support,party,malayalam,
images/train/37.jpg,troll,intersection,malayalam,ലെ റ്‌ ജേം ലു ട്‌ 7] ൫ആ(൫॥ണങ്ങ॥ ഒഡീഷയില്‍ വൈദികനെ പോലീസ്‌ പ്ള്ളിമേടയില്‍ കയറി മര്‍ദിച്ചു (രിസ്ത്വന്‍ വേട്ടയില്‍ മനം തുടര്‍ന്ന്‌ മോദിയും ബിജെപിയും
images/train/38.jpg,troll,person,malayalam,
images/train/39.jpg,troll,person,malayalam,"നെന്മാറ വേല പന്തല്‍ അടുത്ത തവണ നിങ്ങള്‍, ഒ്ടിക്കെട്ട്‌ പ ' ണം. "" കാണുന്ന ടി"
images/train/40.jpg,troll,person,malayalam,
images/train/42.jpg,troll,party,malayalam,കമലും മുനമ്പത്തെ ഇനങ്ങളെ ബിടെപിവഞ്ചിച്ചു ച്‌ ദേഗതിയ്മിലുടെ സമമതിക്ച് കമത്തി ിരണദിളിലു
images/train/43.jpg,troll,intersection,malayalam,
images/train/44.jpg,support,party,malayalam,ഭയം എന്തിന്‌... കുടെയുണ്ട്‌ സേവാഭാരതി
images/train/45.jpg,troll,party,malayalam,"കോഴിക്കോട്‌ നെടുമണ്ണൂര്‍ എല്‍പി കൂളില്‍ പൂജ യ ച അതിനുവേണ്ടി "" ആണെങ്കിലും സ്‌കൂളിന്റെ പടി ചവിട്ടീലോ"
images/train/46.jpg,troll,person,malayalam,
images/train/47.jpg,support,person,malayalam,യ യാ വി
images/train/48.jpg,troll,party,malayalam,
images/train/49.jpg,troll,person,malayalam,ഭീകരന്‍ പിടിയില്‍ ആയോ..??!! & താടി വെക്കുകയും തൊപ്പി ഇടുകയും ചെയ്യുന്നവര്‍ ഭീകരവാദിയും ജിഹാദിയുമാണ്‌ പോലും. /!
images/train/50.jpg,troll,person,malayalam,ലൈഫിലെ ആരോപണങ്ങ ശരിവെച്ച്‌ വിജിലന്‍സ്‌ 1്ര്‍ക്കാരിനെെെ
images/train/51.jpg,troll,person,malayalam,അല്ലാ അതു പിണറായി വിജയനാണ്‌
images/train/52.jpg,troll,person,malayalam,കേരളത്തിലെ ഏറ്റവും വലിയ നടന്‌ ഒം സിനിഒയിലെ മികച്ച നടന്‍
images/train/54.jpg,troll,person,malayalam,"നു ടേ ( ലി ചി6//ട ടട ""പിണറായിയുടെയും കോടിയേരിയുടെയും ഫണ്ട്‌ ബിലീവേഴ്‌സ്‌ ചര്‍ച്ച്‌ വഴി': ഷാജ്‌ കിരണ്‍ ഹമാരാ'മുഖ്വ൯ ” ഛോര്‍ നഹീ.. ഡോണ്‍ 6"
images/train/55.jpg,troll,person,malayalam,കേരളം െല്ലുവിളികുന്നു മാനനഷ്ടകേസ്‌ നല്‍കാന്‍ ധൈര്യമുണ്ടോ പിണറായി വിജയാ ?
images/train/56.jpg,troll,person,malayalam,
images/train/57.jpg,troll,person,malayalam,ക്വാപ്റന്‍ പിണറായി വിന്‍ രാജിവെക്കുക തം
images/train/58.jpg,troll,person,malayalam,കാലില്‍ നീരടിക്കും.. ഉറഷാണ്‌
images/train/60.jpg,troll,person,malayalam,കരയ ൊം്ടട്ടി സഖാക്കള്‍ ) നാളെയുടെ പുലരി നമുക്കുള്ളതാ കുടന്നലുക്ളുടടെ ആറാട്ടമാണ്‌ വിജയിച്ചു കഴിഞ്ഞാല്‍ എം എല്‍ എ ഓഫീസിനോട്‌ ചേരി എല്ലാ മാസവും സാജന്യ മെഡിക്കല്‍ ക്യാന്ന ഉത്‌ ഡോക്ടനുടെ ഉറഷുള്ള വാക്കാണ്‌ ഓദോ വാട്ടും ഡോക്ടര്‍ക്ക്‌
images/train/61.jpg,troll,party,malayalam,
images/train/62.jpg,troll,party,malayalam,കെടാന്‍ കമ്മികളുടെ വിതം ഇനിയും ബാക്കി
images/train/64.jpg,troll,person,malayalam,"86൦ 77 | തിരുവനന്തപുരം ആര്യട്കാട പൊലീസ്‌ ഭസ്റ്റഷന്‌ ഭനരെ ന, പോലും പിണറായി"
images/train/66.jpg,troll,party,malayalam,ു ടി ഒമിക്രോണ്‍ നിയന്ത്രണത്തിലും തലസ്ഥാനത്ത്‌ സിപിഎമ്മിന്‍റെ മെഗാ തിരുവാതിര; എംഎ ബേബിയടക്കം കാഴ്ച
images/train/67.jpg,troll,party,malayalam,നമ ൭൭൫൦൧൦ ഡിലിോബോലെ
images/train/68.jpg,troll,party,malayalam,എടലാള്‍ 2൧0 ടം കാമറൈഡ്‌ അസര്‍ല്‌
images/train/69.jpg,troll,person,malayalam,തെലങ്കാനയിലെ നിക്ഷേപകരെ കേരളത്തിലെത്തിക്കാന്‍ മുഖ്യമന്ത്രി നേരിട്ട്‌ ഇറങ്ങുന്നു
images/train/70.jpg,troll,person,malayalam,രക്തസാക്ഷി സഖാവ്‌ കുഞ്ഞിരാഠന്റെ അന്ത്യ നിമിഷങ്ങള്‍ ലം (ഫയല്‍ ചിത്രം)
images/train/71.jpg,troll,person,malayalam,ആഭ്യന്തരവകുപ്പിന്‌ മാത്രമായി മന്ത്രി വേണം: സിപിഎം ഇടുക്കി ജില്ലാ സമ്മേളനം ്‌ [| 8രവ 1];
images/train/73.jpg,troll,person,malayalam,[7 ഉല്‍പനങ്ങള്‍ ആര മൈറ്റ്‌ ചെയ്യുന്നു
images/train/74.jpg,troll,party,malayalam,"ദ്ധദിലിദധസ്ധഠി ൭ ] മഹാരാഷ്ട്രയില്‍ എതിര്‍ക്കുന്നു, കേരളത്തില്‍ നടപ്പാക്കാന്‍ ശ്രമിക്കുന്നു, കെ റെയിലിനെതിരെ സിപിഎമ്മിലും വിമര്‍ശനം"
images/train/75.jpg,troll,intersection,malayalam,ട്‌ ്്‌ ്ി ളള %; കഴക്കൂട്ടത്തു ) വിരിയിക്കാന്‍ ൫5൩ ॥ വ നാടക അക്കാദമി ലെയര്‍മാനാക്കി താമര വിഇയന്‍
images/train/76.jpg,troll,intersection,malayalam,തുദ്ധമ്ത യ | ൭0൭൭൭൫൮൭൭൦
images/train/77.jpg,troll,person,malayalam,
images/train/78.jpg,troll,person,malayalam,ഇന്നലെ 30.1 1.2021 ഇന്ന്‌ 01.12.2021 ത. പ്‌ ി മിമ്പറില്‍ ചി തം ര പിണറായിയുടെ ഈ അടിമക്ക്‌ എത്ര തന്തയാണെന്നു ആരേലും ചോദിച്ചാല്‍ അവരെ കുറ്റം പറയാന്‍ പറ്റില്ല
images/train/79.jpg,troll,person,malayalam,"മുന്നി കൂനിഞ്ഞുനില്‍ക്കാന്‍ എല്‍, മന്ത്രിമാരെ കിട്ടില്ല [ക കഥദ്വവ്‌ച്ചനണ്ണ്‌"
images/train/80.jpg,troll,party,malayalam,ണി ച്രപ്പ്‌
images/train/82.jpg,troll,person,malayalam,പകല്‍ വെല്ലുവിളി പരിഹാസം... രാത്രി വേഷം മാറല്‍ കാല്‌ പിടുത്തം
images/train/83.jpg,troll,intersection,malayalam,സ്വന്തം വീട്ടിലെ വോട്ട്‌ താദരക്ക്‌ കൊടുത്തിട്ട്‌ നാട്ടുകാരുടെ വാട്ട്‌ ക്രത്തിക്ക്‌ ചോദിക്കുന രണ്ട്‌ മൊതലുകള്‍
images/train/84.jpg,troll,person,malayalam,ഒമ്പതുവയസുകാരിയെ ക്‌ പീഡിപ്പിച്ച ബ്ലോക്ക്‌ നാട്ടുകാര്‍ക്ക്‌ പ്രിയപ്പെട്ടവന്‍ പഞ്ചായത്തംഗമായ മദ്രസ ഈ നാടിനെ നയിക്കട്ടെ അധ്യാപകന്‍ 37 വര്‍ഷം ശ്രേരി ബ്ലോക്ക്‌ പണ കഠിന തടവ്‌ കം ൽ തിരുനല്ലൂര്‍ ഡിവ ശരീഫ്‌ ചിറക്കലിനെ വിജയിപ്പിക്കുക
images/train/85.jpg,troll,person,malayalam,ലക ടചിദന 0൨% രര നിലമ്പൂരിനെ ഇനി ആര്യാടന്‍ ഷാക്കത്ത്‌ നയിക്കും. & 45ണി॥ധി്നി ലീഗുകാരന്‍ എന്ന നിലക്ക്പറയുന്നു ഷാക്കത്ത്‌ തീര്‍ച്ചയായും തോറ്റിരിക്കും
images/train/86.jpg,support,person,malayalam,നിലമ്പൂരില്‍
images/train/87.jpg,troll,person,malayalam,
images/train/89.jpg,support,person,malayalam,
images/train/90.jpg,troll,person,malayalam,
images/train/91.jpg,troll,person,malayalam,നിയമസഭ തെരഞ്ഞെടുപില്‍ ജയ സാധ്യതയുള്ള സീറ്റ്‌ വണം ൧0നിമുനില്‍ ഉപാധികളുമായി
images/train/93.jpg,support,person,malayalam,കോണ്‍ഗ്രസില്‍ പൊട്ടിത്തെറി സതീശന്‍ ഒറ്റയ്യ്‌ തീരുമാനിക്കേണ്ടെന്ന്‌ സുധാകരന്‍ 2818: ത ടദശാദിമാനി 4
images/train/94.jpg,troll,person,malayalam,കടിച്ചതും പിടിച്ചതും ഇല്ലാത്ത അവസ്ഥയാ... മാരാര്‍ജി ഭവനില്‍
images/train/95.jpg,support,person,malayalam,“കഴിഞ്ഞ ഒമ്പതു വര്‍ ഭരണമാണ്‌ പിണറായിസമെ ദകേരളക്കാര്‍ക്ക്‌ ഇഷ്ട്പെട്ടിട; ഷുക്കൂര്‍ വക്കീല്‍
images/train/96.jpg,support,person,malayalam,നമ്മുടെ മക്കളെ ഉപദ്രവിക്കാന്‍ അനുവദിക്കില്ല പോക്‌സോ കേസില്‍ പ്രതികളായ 9 അധ്യാവകരെ പിരിച്ച്‌ വിട്ടു
images/train/97.jpg,support,intersection,malayalam,7 തി 1600ല്‍ അറുപത്തി രണ്ടു ലക്ഷം പുഞ്ചിരികള്‍ [|
images/train/98.jpg,troll,intersection,malayalam,യൂദാസിന്റെ രൂപമുണ്‌ അനുവറിനുത്‌ വി
images/train/99.jpg,troll,person,malayalam,
images/train/101.jpg,troll,party,malayalam,[॥ നിന്റെ നികുതി നാ ചായി അയ്യട വേര്‌(പറയാതെ തന്നെ ഇതൊക്ക്്‌അം [ഉദ്ദേശിച്ച്‌ ഫടിയതാണെന്ന്‌ ഞങ്ങള്‍ക്കറിയാം:
images/train/102.jpg,troll,person,malayalam,അമ്മച്ചി റെ അ അചാ ഇട്ട കല്ല്‌ ഇവിടെ വല്ലതും ഉണ്ടോ
images/train/104.jpg,troll,person,malayalam,"*ഞാനൊരമ്മയും അമ്മൂമ്മയും രിട്ട, അധ്യാപികയുമായതിനാല്‍ വേടന്റെ രാഷ്ട്രീയത്തെ ഭയക്കുന്നു"
images/train/105.jpg,troll,party,malayalam,
images/train/108.jpg,support,person,malayalam,പിണറായി കര്‍ഒനിരതക്ക്‌ പുതിയ €പരും നവകരള നിര്‍മാണത്തിന്റെ വഴി വിളക്കും!
images/train/109.jpg,troll,intersection,malayalam,മാഥിപോഷകാി്ത്‌ ക്ഷേമപെൻഷൻ കുടിശ്ശിക എകെ ആന്റണി മാസം മാസം കുടിശ്ശിക കുടിശ്ശിക എകെ ആന്റണിയുടെ കുടിശിക നികത്തിയത്‌ ഉമ്മന്‍ചാണ്ടിയുടെ കുടിശിക നികത്തിയത്‌ പിണറായി സര്‍ക്കാരുമാണ്‌
images/train/110.jpg,support,party,malayalam,184 വിട്ടിക ന; പു 7 റ
images/train/111.jpg,support,party,malayalam,(ഭമരഇന്നിലാമെ കാടമാണന്ന്‌ പി്ുണ ചില ആജുകളുണ്്‌. ഖസ്തുതക്ജോ വാുകജാ അലക്ക്‌ ലിഷമ്പലല്ല. കേരളം ലജരുകമ്പാണ്‌. സംസ്ഥാനം ഈ ലദഷം പാസ്റ്റാതിമത്‌ 2 |രില്യണ ബജ്‌ ആണ്‌. ഭക്തി തന്തു ലരുദാനം | [രില്യബ ആണ്‌
images/train/112.jpg,support,party,malayalam,"കി ക 4 കി റു മക്‌ അനന്രയിക്ണ്ടെ, ഏഷ്യയിലെ ഏറ്റവും വലിയ ഡ്രൈവ്‌ ഇന്‍ ബിച്ച്‌"
images/train/113.jpg,troll,person,malayalam,"പ്യണറായ। നങ്ങള്‍ വിചാരിക്കുംപോലെ വലിയ ഒലക്കയും കുന്തവും ഒന്നുമല്ല പ, പുവിയില്ലെങ്കിലും ്‌ [ ) പിണറായിയെ * എതിര്‍ക്കും -കെ. സുധാകരന്‍ താങ്കള്‍ വലിയ ആള്‍ ആയ സ്വന്തം പാര്‍ട്ടി. തന്നെ ച രുത്തി..:!"
images/train/114.jpg,troll,person,malayalam,അത്യവ്തി പരസ്യമാക്കി കെ സുധാകരന്‍ 1൦൦ പ്രസിഡന്റ്‌ സ്ഥാനത്ത്‌ നിന്ന്‌ മാറ്റിയതില്‍ ക ] എനിക്കൊരു /൭ വര്ഷം കൂട? തന്നിരുന്നെകു?ല്‍ .... പ?റെറാഖ?ഖ താഗ്റെ അ ഒറക്ക?6ഖനെ.... ൭൦/ സ7൨൦
images/train/115.jpg,troll,person,malayalam,പിന്നെയല്ലേ നിലാവെളിച്ചത്തില്‍ മൂഞ്ചിയില്‍ നാമ്‌ പുട മുള് നീ ആളിിഞ്ഞു കളിയ്ക്കെടാ വാണ.
images/train/116.jpg,troll,party,malayalam,
images/train/117.jpg,troll,person,malayalam,ക്ഥ വര്‍ഷം ഭരിച്ച മണ്ഡലത്തിലെ ഒരു സ്‌കൂള്‍ ശരിയാക്കാന്‍ കഴിയാത്തവര്‍
images/train/118.jpg,troll,person,malayalam,പാര്‍ട്ടിുടെ പ്രധാന തീരുമ: എടുക്കുന്നത്‌ ആരാ അച്ചട്മ വാമി [വര്‍ത്തക പെ 0 നല പാര്‍ട്ടി പറഞ്ഞാല്‍ 1 രാനു്മാഥണ്ട
images/train/119.jpg,troll,party,malayalam,051 ടഭദശാഭിമാനി 'വരാനുള്ളത്‌ കോണ്‍ഗ്രസ്‌ ( ] തമ്മിലടിയില്‍ | ]
images/train/120.jpg,troll,person,malayalam,"'ആരെങ്കില, വിചാരി ാനനകിലു ക്ക തൊടാ റ പറഞ്ഞിട്ടില്ല ു ഹൈക്കമാന്‍ഡിനെ വെല്ലുവിളിച്ച്‌ കെ സുധാകരന്‍ $$),"
images/train/121.jpg,troll,party,malayalam,
images/train/123.jpg,troll,person,malayalam,മുഖ്യമന്ത്രി മരുമകനെ പാഠം പഠിപ്പിച്ചില്ലെങ്കില്‍ ആ മന്ത്രി കേരളത്തില്‍ ഇറങ്ങി നടക്കണോയെന്ന്‌ ബിജെപിക്കാര്‍ തീരുമാനിക്കും; മന്ത്രി മുഹമ്മദ്‌ ദിയാസിനെതിരെ ബിജെപി നേതാവ്‌ ശോഭ സുരേന്ദ്രന്‍ ധം 1 സമ്മികള്‍ ഉണ്ടങ്കില്‍ ഒന്ന്‌ ഉറക്കി വിടു 6ശോ& തടയാന്‍ അണേലും തല്ലാൻ ആണേലും
images/train/124.jpg,troll,intersection,malayalam,"വിഴിഞ്ഞംതുന്മുഖം 8,688 8കാടി രൂപ നല്‍കിയത്‌ ഉകരളം॥0ല്‍കിയത്‌: 5,370.86 ഃകാടി രൂപ അമാനിക്ബ്വനി: 247 കാടി രൂപ"
images/train/125.jpg,troll,person,malayalam,നിണ ഇടവേളക്ക്‌ ശേഷമാണ്‌ സ്വരാജ്‌ സ്വന്തം നാട്ടിലെത്തുന്നത്‌ 2019 ല്‍ പ്രകഖം വന്നഘഷോഴോ കഴിഞ്ഞവർഷം ഒര്യള്‍പൊട്ടിലഷോകോ കോവിഡ്‌ കാലത്തേ നമ്മള്‍ ആആര്യം ഇക്ാളെ കില്ല എന്ന്‌ നിലസ്യ്രകാര്‍ ദാശ്രജമുടംം ്ടേലിംടെ
images/train/126.jpg,troll,party,malayalam,നിലമ്പൂരിലെ ) സിപിഎം സ്ഥാനാര്‍ത്ഥി പ്രഖ്യാപ്പനം വെളളിയാഴ്ച
images/train/127.jpg,troll,person,malayalam,
images/train/128.jpg,troll,person,malayalam,
images/train/130.jpg,troll,person,malayalam,ജ്ജ്‌ | [ചു 111
images/train/132.jpg,troll,party,malayalam,"4 കപ്പല്‍ ല്ല ന്ത നി 1001 ലല്‍ തടയാന,"
images/train/133.jpg,troll,person,malayalam,"ഴി ൧"" പ്രിയം നി"
images/train/134.jpg,troll,person,malayalam,മഴയുടെ (ശദ്ധയ്ക്ക്‌ സോഭേച്ചിയുടെ വീടിന്റെ പരിസരത്ത്‌ ഇടിയും മിന്നലും നിരോധിച്ചിരിക്കുന്നു
images/train/136.jpg,troll,person,malayalam,
images/train/137.jpg,troll,intersection,malayalam,"നേരം[വെളുക്കും[വരെ, 'ഹോണിര്‍) പിളി്ിത്സ്തില്‍ 8 കേരളത്തിലെ"
images/train/138.jpg,troll,person,malayalam,വായിച്ചാലും വളരും... വായിച്ചാല്‍ സ്വരാജ്‌ ആകാം ്‌ ലി വായിച്ചില്ലെങ്കില്‍
images/train/140.jpg,troll,person,malayalam,രീയൊറെ തുക ന വാരത്തതുമായി പാന്നാലും ഉസ്സെബ കടനലുകള്‍ ഫൊളില്ിരിയക്കും
images/train/141.jpg,troll,person,malayalam,1200 ്വ്ട
images/train/142.jpg,troll,person,malayalam,ഓരേ ബൈ... ട൧ാ...ക൭ദം..
images/train/143.jpg,troll,intersection,malayalam,"രിലൊടുകള്‍ പലപോഴും, ഇനിയു ക ൂം മാറും."
images/train/144.jpg,troll,party,malayalam,
images/train/145.jpg,troll,person,malayalam,2019ല്‍ വടകരയില്‍ മത്സരിച്ച പി.ജയരാജന്‍ ജമാഅത്‌ ഇസ്ലാമി നേതാക്കളുടെ വീടിന്റെ തിണ നിരങ്ങി വോട്ട്‌ തേടിപ്പോയ പി.ജയരാജന്‍ക്ക്‌ ഇപ്പോള്‍ എങ്ങനെയാണ്‌ അവര്‍ തീവ്രവാദികള്‍ ആയത്‌? ി
images/train/146.jpg,troll,person,malayalam,"൫നെ൮20)802 1/2 078 പ മുതിര...27ത020/2ഷ0 9210201272, (4ച൪2207212/72."
images/train/147.jpg,troll,person,malayalam,ചന്ദ്രശേഖരനെ തെറ്റ്‌ പറയാനാവില്ല. ആര്‍ക്കും എവിടെയും കയറി ഇരിക്കുമെന്ന്‌ കാണിച്ചു കൊടുത്തത്‌ കുമ്മനടിക്കാര്‍ വിലസുന്ന കേരളം ആ । ॥॥
images/train/148.jpg,troll,party,malayalam,"20 ലക്ഷത്തിന്റെ ] വാഡ്‌ പണിക്ക്‌ കരാറമുകാരന്ോട്‌ ആവശ്ചയപ്പെട്ടത്‌ നാല്‌ ലകഷ്ചം സി.പി.എം ലോക്കല്‍, ഏരിയ സെക്രട്ടറിമാര്‍ക്ടത്തിരരെ പരാരി നസ"
images/train/149.jpg,troll,person,malayalam,
images/train/150.jpg,troll,party,malayalam,
images/train/151.jpg,troll,party,malayalam,
images/train/152.jpg,troll,person,malayalam,0122 ടോ വിജയാ... മാറ വു മുഖ്യമന്ത്ര
images/train/153.jpg,troll,party,malayalam,ആര്‍എസ്‌എസ്‌ പങ്കെടുത്ത പ സ്ലം [ന്‌ ത വപ്യസ്ധ൯൦ 1. ഒന്നാം ഷൂനക്കല്‍ സമരം 2. രണ്ടാം ഷൂനക്കല്‍ സമരം 3. മൂന്നാം ഷൂനക്കല്‍ സമരം 4. നാലാം ഷൂനക്കല്‍ സമരം 5. ഒന്നാം മാപ്പ്‌ ലഹള 6. രണ്ടാം മാപ്പ്‌ ലഹള 7. മൂന്നാം മാപ്പ്‌ ലഹള 8. നാലാം മാപ്പ്‌ ലഹള 9. അഞ്ചാം മാപ്പ്‌ ലഹള 10. ആറാം മാപ്പ്‌ ലഹള
images/train/154.jpg,troll,party,malayalam,ബാര്‍ അസോസിയേഷന്‍ പരിപാടി എന്ന്‌ കേട്ടരോള്‍ വെള്ളടി പാര്‍ട്ടിയാണെന്ന്‌ കരുതി ചെന്ന്‌ കയറി അലമ്പ്‌ ഉണ്ടാക്കിയ
images/train/155.jpg,troll,party,malayalam,ലയിട്ട ഷ്‌ കമ്മികള്‍ 3 ലക്ഷം വി! 000 രൂപ തന്നാല്‍
images/train/156.jpg,troll,party,malayalam,പൊതു ഖളുനാല്വിലെ പണമെടുത്ത്‌
images/train/158.jpg,troll,party,malayalam,എം എസ്‌എഫ്‌ പ്രവരത്തകുനെതിരെ ഫെയ്ക്ക്‌ വാര്‍ത്ത പ്രചരിലിച്ച എല്ലാ അറിയാന്‍ ഒെജിനല്‍ ഇതാ
images/train/159.jpg,troll,person,malayalam,പീഡന വിര൯ മുടകഷ്‌ എവിടെ 00॥4 സംസ്ഥാന സദ്മളനം നടക്കുന്ന കൊല്ലത്തെ [14 മുഭകഷ്‌ പീഡനടക്കസിത ഒളിവിത.... രാശ്രതുട്ംം ശേം
images/train/160.jpg,troll,person,malayalam,മദ്യപിക്കാം [7 നാല്‌ന്നിലപൂഃ ര്‍ാശ്൫ജുടടംം ഖം
images/train/163.jpg,troll,person,malayalam,
images/train/164.jpg,troll,person,malayalam,നിയമസഭ [7 പൊളിച്ച്‌ ഭീകര അക്രമം നടത്തിയവന്‍
images/train/165.jpg,troll,person,malayalam,[ പരാളര്‍ശം ലവം യുത്ത്‌ ലീഗ്‌ പരാതിയില്‍ പ്പി സി ജോര്‍ജിനെ _ജോമ്യാപേക്ഷ തള്ളി
images/train/166.jpg,troll,party,malayalam,"അത്തി ""പനമരത്ത്‌ മുസ്ലിം വനിതയെ മാറ്റി. ആദിവാസി പെണ്ണിനെ ലിഗ്‌ ഞങ്ങള്‍ക്കില്ല2 പ്രസിഡനാക്കി എുതി,ഉതം ചി ഞങ്ങൾക്കല്ലാ അ ക വകതിരിവ്‌ എന്നാണല്പോ കമ്ളി പ്രമാണം..?! ശ്രമം ടം"
images/train/168.jpg,troll,person,malayalam,ര്‍ാഗ്രതമുടസംം ധിം ബ്വിഴ്ലെവിസഥാ[[൪] [൫ 60007)
images/train/169.jpg,troll,person,malayalam,' ഉലക്ഷന്‍ | നിരോധിക്കുക | [ കാന്‍സറിനും ഭരി തരുക. 4 ക കി [ി യ ന്‌
images/train/170.jpg,troll,person,malayalam,
images/train/171.jpg,troll,party,malayalam,ഇസ്രായേലിന്റെ അയണ്‍ ഡോം തിരുന്നതില്‍ മനംനൊന്ത്‌ സുഷ്‌ ആണിുക്ക്‌ ശാഥ വികസിരിച്ചെട്ടത്ത
